Running "module reset". Resetting modules to system default. The following $MODULEPATH directories have been removed: None

Currently Loaded Modules:
  1) gcc/11.4.0      4) cue-login-env/1.0   7) cudnn/8.9.0.131
  2) openmpi/4.1.6   5) slurm-env/0.1       8) anaconda3_gpu/23.9.0
  3) cuda/11.8.0     6) default-s11

 


 URI of server: 141.142.253.67:6379
[2024-08-03 13:47:43,466 INFO server]: Logging to ./output/result_server_10.txt
[2024-08-03 13:50:12,786 INFO server]: Received GetConfiguration request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:12,945 INFO server]: Received GetGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:32,725 INFO server]: Received GetConfiguration request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:32,789 INFO server]: Received GetGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:32,855 INFO server]: Received InvokeCustomAction set_sample_size request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:32,856 INFO server]: Received InvokeCustomAction set_sample_size request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:36,396 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:36,845 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:38,535 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:38,820 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:40,863 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:40,955 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:43,013 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:43,261 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:45,187 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:45,321 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:47,315 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:47,349 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:49,338 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:49,386 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:51,428 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:51,438 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:53,470 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:53,484 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:55,512 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:55,537 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:57,565 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:57,570 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:50:59,599 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:50:59,633 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:01,683 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:01,694 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:03,727 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:03,731 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:05,795 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:05,804 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:07,846 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:07,863 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:09,909 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:09,916 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:12,049 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:12,057 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:14,089 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:14,144 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:16,191 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:16,269 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:18,312 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:18,320 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:20,313 INFO server]: Received UpdateGlobalModel request from client 880250b8-fd9f-4a69-aa0f-08637b735ba5
[2024-08-03 13:51:20,376 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
[2024-08-03 13:51:22,434 INFO server]: Received UpdateGlobalModel request from client 82340537-1015-4e9f-afb1-4058664de955
