Running "module reset". Resetting modules to system default. The following $MODULEPATH directories have been removed: None

Currently Loaded Modules:
  1) gcc/11.4.0      4) cue-login-env/1.0   7) cudnn/8.9.0.131
  2) openmpi/4.1.6   5) slurm-env/0.1       8) anaconda3_gpu/23.9.0
  3) cuda/11.8.0     6) default-s11

 


 URI of server: 141.142.253.127:6379
[2024-08-05 13:05:42,554 INFO server]: Logging to ./output/result_server_12.txt
[2024-08-05 13:06:52,845 INFO server]: Received GetConfiguration request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:06:52,898 INFO server]: Received GetGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:28,741 INFO server]: Received GetConfiguration request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:28,907 INFO server]: Received GetGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:28,988 INFO server]: Received InvokeCustomAction set_sample_size request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:28,991 INFO server]: Received InvokeCustomAction set_sample_size request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:31,638 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:31,652 INFO server]: single aggregation
[2024-08-05 13:10:31,923 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:31,932 INFO server]: single aggregation
[2024-08-05 13:10:33,928 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:34,252 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:34,255 INFO server]: grouped aggregation
[2024-08-05 13:10:36,506 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:36,561 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:36,566 INFO server]: grouped aggregation
[2024-08-05 13:10:38,782 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:38,850 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:38,855 INFO server]: grouped aggregation
[2024-08-05 13:10:41,061 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:41,074 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:41,078 INFO server]: grouped aggregation
[2024-08-05 13:10:43,263 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:43,302 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:43,305 INFO server]: grouped aggregation
[2024-08-05 13:10:45,487 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:45,544 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:45,547 INFO server]: grouped aggregation
[2024-08-05 13:10:47,743 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:47,748 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:47,752 INFO server]: grouped aggregation
[2024-08-05 13:10:49,907 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:49,924 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:49,927 INFO server]: grouped aggregation
[2024-08-05 13:10:52,087 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:52,109 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:52,113 INFO server]: grouped aggregation
[2024-08-05 13:10:54,261 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:54,308 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:54,311 INFO server]: grouped aggregation
[2024-08-05 13:10:56,493 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:56,523 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:56,526 INFO server]: grouped aggregation
[2024-08-05 13:10:58,723 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:10:58,728 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:10:58,732 INFO server]: grouped aggregation
[2024-08-05 13:11:00,878 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:00,899 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:00,901 INFO server]: grouped aggregation
[2024-08-05 13:11:02,885 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:03,080 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:03,086 INFO server]: grouped aggregation
[2024-08-05 13:11:05,103 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:05,164 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:05,168 INFO server]: grouped aggregation
[2024-08-05 13:11:07,177 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:07,196 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:07,200 INFO server]: grouped aggregation
[2024-08-05 13:11:09,210 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:09,215 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:09,219 INFO server]: grouped aggregation
[2024-08-05 13:11:11,227 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:11,237 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:11,241 INFO server]: grouped aggregation
[2024-08-05 13:11:13,163 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:13,236 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:13,239 INFO server]: grouped aggregation
[2024-08-05 13:11:15,216 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:15,308 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:15,311 INFO server]: grouped aggregation
[2024-08-05 13:11:17,299 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:17,310 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:17,313 INFO server]: grouped aggregation
[2024-08-05 13:11:19,302 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:19,332 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:19,335 INFO server]: grouped aggregation
[2024-08-05 13:11:21,350 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:21,356 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:21,360 INFO server]: grouped aggregation
[2024-08-05 13:11:23,381 INFO server]: Received UpdateGlobalModel request from client a87f79ec-e175-4ba5-9dd5-39e8caeff129
[2024-08-05 13:11:23,390 INFO server]: Received UpdateGlobalModel request from client c7f3355b-cfe9-44e5-97be-6fa338e1e307
[2024-08-05 13:11:23,393 INFO server]: grouped aggregation
slurmstepd: error: *** JOB 4319594 ON cn064 CANCELLED AT 2024-08-05T13:12:27 ***
